,사고일시,사고월,사고시,사고요일,시간대,시군구,대분류,중분류,소분류,사고내용,사망자수,중상자수,경상자수,부상신고자수,법규위반,노면상태,기상상태,도로형태,가해운전자 성별,가해운전자 연령,주말,공휴일,휴일,부상자수,ECLO,교통안전지수,도로환경,주류 인허가 음식점,사고건수
0,2021-01-01 00:00:00,1월,00시,금요일,새벽,서울특별시 은평구 응암동,서울특별시,은평구,응암동,중상사고,0,1,0,0,신호위반,건조,맑음,교차로 - 교차로안,남,39세,0,1,1,0,5,80.11,82.5,729.0,2
1,2021-01-01 03:00:00,1월,03시,금요일,새벽,서울특별시 금천구 독산동,서울특별시,금천구,독산동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,여,33세,0,1,1,0,3,76.2,69.31,1148.0,1
2,2021-01-01 04:00:00,1월,04시,금요일,새벽,서울특별시 강남구 일원동,서울특별시,강남구,일원동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,32세,0,1,1,0,3,71.06,65.21,220.0,1
3,2021-01-01 22:00:00,1월,22시,금요일,밤,서울특별시 강동구 천호동,서울특별시,강동구,천호동,경상사고,0,0,3,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,36세,0,1,1,0,9,80.62,82.21,989.0,4
4,2021-01-01 22:00:00,1월,22시,금요일,밤,서울특별시 양천구 신정동,서울특별시,양천구,신정동,중상사고,0,1,0,0,안전운전불이행,건조,맑음,교차로 - 교차로안,여,39세,0,1,1,0,5,77.76,80.55,1062.0,2
5,2021-01-02 02:00:00,1월,02시,토요일,새벽,서울특별시 송파구 가락동,서울특별시,송파구,가락동,경상사고,0,0,1,0,신호위반,건조,기타,교차로 - 교차로안,남,25세,1,0,1,0,3,69.29,71.44,925.0,2
6,2021-01-02 11:00:00,1월,11시,토요일,낮,서울특별시 강북구 수유동,서울특별시,강북구,수유동,중상사고,0,1,0,0,안전운전불이행,건조,맑음,단일로 - 기타,여,54세,1,0,1,0,5,80.27,82.23,1466.0,2
7,2021-01-02 19:00:00,1월,19시,토요일,저녁,서울특별시 광진구 구의동,서울특별시,광진구,구의동,경상사고,0,0,2,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,44세,1,0,1,0,6,82.44,85.38,874.0,1
8,2021-01-02 20:00:00,1월,20시,토요일,저녁,서울특별시 관악구 신림동,서울특별시,관악구,신림동,경상사고,0,0,3,0,안전운전불이행,건조,맑음,단일로 - 기타,남,61세,1,0,1,0,9,79.22,82.52,2404.0,2
9,2021-01-02 21:00:00,1월,21시,토요일,밤,서울특별시 강서구 화곡동,서울특별시,강서구,화곡동,중상사고,0,1,1,0,안전운전불이행,건조,기타,기타 - 기타,여,30세,1,0,1,0,8,77.4,79.28,2247.0,4
10,2021-01-02 22:00:00,1월,22시,토요일,밤,서울특별시 노원구 월계동,서울특별시,노원구,월계동,경상사고,0,0,2,0,안전운전불이행,건조,맑음,단일로 - 교량,남,53세,1,0,1,0,6,79.46,81.04,449.0,1
11,2021-01-03 00:00:00,1월,00시,일요일,새벽,서울특별시 강북구 수유동,서울특별시,강북구,수유동,중상사고,0,1,0,0,신호위반,건조,맑음,교차로 - 교차로안,남,50세,1,0,1,0,5,80.27,82.23,1466.0,1
12,2021-01-03 20:00:00,1월,20시,일요일,저녁,서울특별시 영등포구 영등포동7가,서울특별시,영등포구,영등포동7가,중상사고,0,1,3,0,안전운전불이행,건조,맑음,단일로 - 기타,남,28세,1,0,1,0,14,70.74,73.22,157.0,1
13,2021-01-03 20:00:00,1월,20시,일요일,저녁,서울특별시 중랑구 면목동,서울특별시,중랑구,면목동,경상사고,0,0,3,0,중앙선침범,건조,맑음,교차로 - 교차로안,남,34세,1,0,1,0,9,79.6,81.64,1440.0,1
14,2021-01-03 22:00:00,1월,22시,일요일,밤,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,경상사고,0,0,2,0,안전운전불이행,기타,맑음,단일로 - 기타,여,46세,1,0,1,0,6,71.06,65.21,3183.0,3
15,2021-01-04 19:00:00,1월,19시,월요일,저녁,서울특별시 관악구 신림동,서울특별시,관악구,신림동,경상사고,0,0,3,0,안전운전불이행,건조,맑음,단일로 - 기타,남,63세,0,0,0,0,9,79.22,82.52,2404.0,1
16,2021-01-04 21:00:00,1월,21시,월요일,밤,서울특별시 성북구 길음동,서울특별시,성북구,길음동,경상사고,0,0,2,0,안전거리미확보,건조,맑음,단일로 - 기타,남,42세,0,0,0,0,6,79.02,80.19,239.0,1
17,2021-01-04 21:00:00,1월,21시,월요일,밤,서울특별시 영등포구 신길동,서울특별시,영등포구,신길동,경상사고,0,0,1,0,신호위반,건조,맑음,교차로 - 교차로안,남,34세,0,0,0,0,3,70.74,73.22,796.0,3
18,2021-01-04 23:00:00,1월,23시,월요일,밤,서울특별시 광진구 중곡동,서울특별시,광진구,중곡동,경상사고,0,0,2,0,안전운전불이행,건조,맑음,단일로 - 기타,남,38세,0,0,0,0,6,82.44,85.38,863.0,2
19,2021-01-05 00:00:00,1월,00시,화요일,새벽,서울특별시 동대문구 장안동,서울특별시,동대문구,장안동,부상신고사고,0,0,0,1,안전운전불이행,기타,기타,단일로 - 기타,남,34세,0,0,0,1,1,71.64,71.44,977.0,1
20,2021-01-05 19:00:00,1월,19시,화요일,저녁,서울특별시 동작구 상도1동,서울특별시,동작구,상도1동,경상사고,0,0,2,0,기타,건조,맑음,단일로 - 터널,남,45세,0,0,0,0,6,78.91,80.31,124.0,1
21,2021-01-05 21:00:00,1월,21시,화요일,밤,서울특별시 송파구 장지동,서울특별시,송파구,장지동,경상사고,0,0,1,0,안전운전불이행,서리/결빙,기타,단일로 - 기타,여,31세,0,0,0,0,3,69.29,71.44,179.0,2
22,2021-01-06 05:00:00,1월,05시,수요일,아침,서울특별시 송파구 방이동,서울특별시,송파구,방이동,중상사고,0,2,0,0,안전운전불이행,건조,맑음,단일로 - 기타,남,25세,0,0,0,0,10,69.29,71.44,971.0,1
23,2021-01-06 21:00:00,1월,21시,수요일,밤,서울특별시 종로구 내자동,서울특별시,종로구,내자동,경상사고,0,0,2,0,안전운전불이행,적설,흐림,교차로 - 교차로부근,남,47세,0,0,0,0,6,80.25,81.56,87.0,1
24,2021-01-06 21:00:00,1월,21시,수요일,밤,서울특별시 동대문구 전농동,서울특별시,동대문구,전농동,경상사고,0,0,1,0,안전운전불이행,적설,눈,단일로 - 기타,남,54세,0,0,0,0,3,71.64,71.44,461.0,1
25,2021-01-06 21:00:00,1월,21시,수요일,밤,서울특별시 관악구 봉천동,서울특별시,관악구,봉천동,경상사고,0,0,2,0,안전운전불이행,적설,눈,단일로 - 기타,남,27세,0,0,0,0,6,79.22,82.52,2279.0,3
26,2021-01-06 23:00:00,1월,23시,수요일,밤,서울특별시 종로구 평창동,서울특별시,종로구,평창동,경상사고,0,0,2,0,안전운전불이행,젖음/습기,비,기타 - 기타,남,68세,0,0,0,0,6,80.25,81.56,70.0,1
27,2021-01-07 03:00:00,1월,03시,목요일,새벽,서울특별시 송파구 잠실동,서울특별시,송파구,잠실동,경상사고,0,0,1,0,안전거리미확보,젖음/습기,눈,단일로 - 기타,남,28세,0,0,0,0,3,69.29,71.44,1006.0,2
28,2021-01-07 12:00:00,1월,12시,목요일,낮,서울특별시 노원구 상계동,서울특별시,노원구,상계동,경상사고,0,0,1,0,중앙선침범,건조,맑음,교차로 - 교차로안,남,47세,0,0,0,0,3,79.46,81.04,1667.0,2
29,2021-01-07 20:00:00,1월,20시,목요일,저녁,서울특별시 중랑구 면목동,서울특별시,중랑구,면목동,경상사고,0,0,1,0,안전운전불이행,젖음/습기,흐림,교차로 - 교차로부근,남,57세,0,0,0,0,3,79.6,81.64,1440.0,1
30,2021-01-07 20:00:00,1월,20시,목요일,저녁,서울특별시 강남구 압구정동,서울특별시,강남구,압구정동,경상사고,0,0,1,0,안전거리미확보,건조,맑음,단일로 - 지하차도(도로)내,남,54세,0,0,0,0,3,71.06,65.21,99.0,1
31,2021-01-07 20:00:00,1월,20시,목요일,저녁,서울특별시 은평구 진관동,서울특별시,은평구,진관동,경상사고,0,0,1,0,안전거리미확보,건조,맑음,단일로 - 기타,남,41세,0,0,0,0,3,80.11,82.5,308.0,2
32,2021-01-07 22:00:00,1월,22시,목요일,밤,서울특별시 은평구 갈현동,서울특별시,은평구,갈현동,경상사고,0,0,3,0,안전운전불이행,서리/결빙,맑음,기타 - 기타,여,62세,0,0,0,0,9,80.11,82.5,680.0,1
33,2021-01-08 20:00:00,1월,20시,금요일,저녁,서울특별시 마포구 동교동,서울특별시,마포구,동교동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,남,38세,0,0,0,0,3,78.43,78.12,600.0,1
34,2021-01-08 22:00:00,1월,22시,금요일,밤,서울특별시 광진구 자양동,서울특별시,광진구,자양동,부상신고사고,0,0,0,1,안전운전불이행,젖음/습기,맑음,단일로 - 기타,남,29세,0,0,0,1,1,82.44,85.38,992.0,1
35,2021-01-09 10:00:00,1월,10시,토요일,낮,서울특별시 강남구 압구정동,서울특별시,강남구,압구정동,경상사고,0,0,3,0,안전운전불이행,건조,맑음,단일로 - 기타,남,64세,1,0,1,0,9,71.06,65.21,99.0,1
36,2021-01-09 18:00:00,1월,18시,토요일,퇴근,서울특별시 구로구 항동,서울특별시,구로구,항동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,36세,1,0,1,0,3,77.48,81.78,54.0,1
37,2021-01-09 21:00:00,1월,21시,토요일,밤,서울특별시 강북구 미아동,서울특별시,강북구,미아동,경상사고,0,0,2,0,안전운전불이행,젖음/습기,기타,기타 - 기타,남,38세,1,0,1,0,6,80.27,82.23,1356.0,1
38,2021-01-09 21:00:00,1월,21시,토요일,밤,서울특별시 구로구 가리봉동,서울특별시,구로구,가리봉동,중상사고,0,1,0,0,안전운전불이행,서리/결빙,눈,단일로 - 기타,남,61세,1,0,1,0,5,77.48,81.78,205.0,2
39,2021-01-09 21:00:00,1월,21시,토요일,밤,서울특별시 구로구 구로동,서울특별시,구로구,구로동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,남,61세,1,0,1,0,3,77.48,81.78,2105.0,1
40,2021-01-10 18:00:00,1월,18시,일요일,퇴근,서울특별시 노원구 하계동,서울특별시,노원구,하계동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 교량,남,44세,1,0,1,0,3,79.46,81.04,189.0,1
41,2021-01-10 21:00:00,1월,21시,일요일,밤,서울특별시 강남구 청담동,서울특별시,강남구,청담동,중상사고,0,1,0,0,신호위반,건조,맑음,교차로 - 교차로안,남,59세,1,0,1,0,5,71.06,65.21,971.0,2
42,2021-01-11 06:00:00,1월,06시,월요일,아침,서울특별시 성동구 성수동2가,서울특별시,성동구,성수동2가,경상사고,0,0,1,0,안전거리미확보,건조,맑음,단일로 - 기타,남,49세,0,0,0,0,3,80.74,82.58,1064.0,1
43,2021-01-11 15:00:00,1월,15시,월요일,낮,서울특별시 은평구 응암동,서울특별시,은평구,응암동,경상사고,0,0,1,0,안전운전불이행,기타,흐림,교차로 - 교차로부근,남,50세,0,0,0,0,3,80.11,82.5,729.0,1
44,2021-01-11 20:00:00,1월,20시,월요일,저녁,서울특별시 구로구 오류동,서울특별시,구로구,오류동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,남,32세,0,0,0,0,3,77.48,81.78,311.0,1
45,2021-01-11 21:00:00,1월,21시,월요일,밤,서울특별시 강남구 청담동,서울특별시,강남구,청담동,중상사고,0,2,0,0,안전운전불이행,젖음/습기,흐림,단일로 - 기타,남,44세,0,0,0,0,10,71.06,65.21,971.0,4
46,2021-01-11 21:00:00,1월,21시,월요일,밤,서울특별시 송파구 방이동,서울특별시,송파구,방이동,중상사고,0,1,2,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,52세,0,0,0,0,11,69.29,71.44,971.0,3
47,2021-01-11 22:00:00,1월,22시,월요일,밤,서울특별시 강동구 길동,서울특별시,강동구,길동,중상사고,0,1,3,0,중앙선침범,서리/결빙,눈,단일로 - 기타,남,37세,0,0,0,0,14,80.62,82.21,594.0,2
48,2021-01-11 22:00:00,1월,22시,월요일,밤,서울특별시 송파구 문정동,서울특별시,송파구,문정동,경상사고,0,0,1,0,안전운전불이행,젖음/습기,흐림,기타 - 기타,남,30세,0,0,0,0,3,69.29,71.44,1201.0,1
49,2021-01-12 09:00:00,1월,09시,화요일,낮,서울특별시 송파구 가락동,서울특별시,송파구,가락동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,남,42세,0,0,0,0,3,69.29,71.44,925.0,1
50,2021-01-12 18:00:00,1월,18시,화요일,퇴근,서울특별시 서초구 염곡동,서울특별시,서초구,염곡동,사망사고,1,0,0,0,안전운전불이행,적설,눈,단일로 - 기타,남,29세,0,0,0,0,10,77.61,77.98,4.0,1
51,2021-01-12 20:00:00,1월,20시,화요일,저녁,서울특별시 강남구 논현동,서울특별시,강남구,논현동,중상사고,0,1,1,0,안전운전불이행,적설,눈,교차로 - 교차로부근,남,31세,0,0,0,0,8,71.06,65.21,2060.0,1
52,2021-01-12 21:00:00,1월,21시,화요일,밤,서울특별시 용산구 이촌동,서울특별시,용산구,이촌동,중상사고,0,2,1,0,안전운전불이행,젖음/습기,흐림,단일로 - 기타,남,45세,0,0,0,0,13,81.45,82.85,188.0,2
53,2021-01-12 21:00:00,1월,21시,화요일,밤,서울특별시 강남구 삼성동,서울특별시,강남구,삼성동,경상사고,0,0,1,0,안전운전불이행,젖음/습기,눈,교차로 - 교차로부근,남,47세,0,0,0,0,3,71.06,65.21,1219.0,5
54,2021-01-12 21:00:00,1월,21시,화요일,밤,서울특별시 강동구 암사동,서울특별시,강동구,암사동,경상사고,0,0,2,0,안전운전불이행,젖음/습기,흐림,단일로 - 기타,여,38세,0,0,0,0,6,80.62,82.21,381.0,1
55,2021-01-12 22:00:00,1월,22시,화요일,밤,서울특별시 노원구 상계동,서울특별시,노원구,상계동,중상사고,0,1,0,0,안전운전불이행,젖음/습기,흐림,단일로 - 기타,남,41세,0,0,0,0,5,79.46,81.04,1667.0,3
56,2021-01-13 21:00:00,1월,21시,수요일,밤,서울특별시 강남구 논현동,서울특별시,강남구,논현동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,남,39세,0,0,0,0,3,71.06,65.21,2060.0,1
57,2021-01-13 23:00:00,1월,23시,수요일,밤,서울특별시 금천구 독산동,서울특별시,금천구,독산동,중상사고,0,1,2,0,안전운전불이행,건조,맑음,단일로 - 기타,남,32세,0,0,0,0,11,76.2,69.31,1148.0,2
58,2021-01-14 19:00:00,1월,19시,목요일,저녁,서울특별시 강남구 대치동,서울특별시,강남구,대치동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,남,52세,0,0,0,0,3,71.06,65.21,1393.0,2
59,2021-01-14 21:00:00,1월,21시,목요일,밤,서울특별시 종로구 종로4가,서울특별시,종로구,종로4가,부상신고사고,0,0,0,1,안전운전불이행,젖음/습기,맑음,단일로 - 기타,남,40세,0,0,0,1,1,80.25,81.56,40.0,1
60,2021-01-14 21:00:00,1월,21시,목요일,밤,서울특별시 마포구 대흥동,서울특별시,마포구,대흥동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,남,32세,0,0,0,0,3,78.43,78.12,206.0,1
61,2021-01-14 23:00:00,1월,23시,목요일,밤,서울특별시 광진구 중곡동,서울특별시,광진구,중곡동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,남,27세,0,0,0,0,3,82.44,85.38,863.0,1
62,2021-01-15 02:00:00,1월,02시,금요일,새벽,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,여,24세,0,0,0,0,3,71.06,65.21,3183.0,2
63,2021-01-15 19:00:00,1월,19시,금요일,저녁,서울특별시 구로구 구로동,서울특별시,구로구,구로동,경상사고,0,0,2,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,37세,0,0,0,0,6,77.48,81.78,2105.0,2
64,2021-01-15 20:00:00,1월,20시,금요일,저녁,서울특별시 강북구 미아동,서울특별시,강북구,미아동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,53세,0,0,0,0,3,80.27,82.23,1356.0,2
65,2021-01-15 22:00:00,1월,22시,금요일,밤,서울특별시 중랑구 상봉동,서울특별시,중랑구,상봉동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,남,34세,0,0,0,0,3,79.6,81.64,671.0,3
66,2021-01-16 01:00:00,1월,01시,토요일,새벽,서울특별시 금천구 시흥동,서울특별시,금천구,시흥동,경상사고,0,0,2,0,기타,건조,맑음,단일로 - 기타,남,37세,1,0,1,0,6,76.2,69.31,861.0,2
67,2021-01-16 01:00:00,1월,01시,토요일,새벽,서울특별시 송파구 마천동,서울특별시,송파구,마천동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,교차로 - 교차로안,남,34세,1,0,1,0,3,69.29,71.44,337.0,1
68,2021-01-16 18:00:00,1월,18시,토요일,퇴근,서울특별시 영등포구 양평동4가,서울특별시,영등포구,양평동4가,경상사고,0,0,3,0,안전운전불이행,젖음/습기,흐림,단일로 - 기타,남,58세,1,0,1,0,9,70.74,73.22,234.0,1
69,2021-01-16 20:00:00,1월,20시,토요일,저녁,서울특별시 광진구 군자동,서울특별시,광진구,군자동,중상사고,0,1,0,0,안전운전불이행,젖음/습기,맑음,단일로 - 기타,여,29세,1,0,1,0,5,82.44,85.38,342.0,1
70,2021-01-16 21:00:00,1월,21시,토요일,밤,서울특별시 마포구 상수동,서울특별시,마포구,상수동,중상사고,0,1,0,0,신호위반,건조,맑음,단일로 - 기타,남,38세,1,0,1,0,5,78.43,78.12,321.0,1
71,2021-01-16 21:00:00,1월,21시,토요일,밤,서울특별시 관악구 신림동,서울특별시,관악구,신림동,경상사고,0,0,1,0,안전거리미확보,건조,맑음,단일로 - 기타,남,55세,1,0,1,0,3,79.22,82.52,2404.0,2
72,2021-01-17 10:00:00,1월,10시,일요일,낮,서울특별시 관악구 신림동,서울특별시,관악구,신림동,중상사고,0,1,1,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,25세,1,0,1,0,8,79.22,82.52,2404.0,1
73,2021-01-17 11:00:00,1월,11시,일요일,낮,서울특별시 송파구 잠실동,서울특별시,송파구,잠실동,경상사고,0,0,3,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,여,41세,1,0,1,0,9,69.29,71.44,1006.0,1
74,2021-01-18 01:00:00,1월,01시,월요일,새벽,서울특별시 금천구 가산동,서울특별시,금천구,가산동,경상사고,0,0,1,0,안전거리미확보,건조,맑음,단일로 - 기타,남,49세,0,0,0,0,3,76.2,69.31,1090.0,1
75,2021-01-18 19:00:00,1월,19시,월요일,저녁,서울특별시 노원구 하계동,서울특별시,노원구,하계동,경상사고,0,0,2,0,안전운전불이행,건조,맑음,교차로 - 교차로안,남,48세,0,0,0,0,6,79.46,81.04,189.0,1
76,2021-01-18 20:00:00,1월,20시,월요일,저녁,서울특별시 송파구 잠실동,서울특별시,송파구,잠실동,중상사고,0,2,0,0,안전운전불이행,건조,맑음,교차로 - 교차로안,남,47세,0,0,0,0,10,69.29,71.44,1006.0,1
77,2021-01-18 20:00:00,1월,20시,월요일,저녁,서울특별시 서초구 방배동,서울특별시,서초구,방배동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 고가도로위,남,28세,0,0,0,0,3,77.61,77.98,1165.0,1
78,2021-01-18 21:00:00,1월,21시,월요일,밤,서울특별시 마포구 합정동,서울특별시,마포구,합정동,중상사고,0,1,0,0,안전운전불이행,건조,맑음,단일로 - 기타,남,32세,0,0,0,0,5,78.43,78.12,550.0,2
79,2021-01-18 21:00:00,1월,21시,월요일,밤,서울특별시 강남구 논현동,서울특별시,강남구,논현동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,27세,0,0,0,0,3,71.06,65.21,2060.0,3
80,2021-01-18 21:00:00,1월,21시,월요일,밤,서울특별시 양천구 신정동,서울특별시,양천구,신정동,경상사고,0,0,1,0,신호위반,건조,맑음,교차로 - 교차로안,여,45세,0,0,0,0,3,77.76,80.55,1062.0,1
81,2021-01-18 22:00:00,1월,22시,월요일,밤,서울특별시 중구 남대문로2가,서울특별시,중구,남대문로2가,중상사고,0,1,0,0,안전운전불이행,건조,맑음,단일로 - 기타,남,33세,0,0,0,0,5,78.12,80.19,27.0,1
82,2021-01-18 23:00:00,1월,23시,월요일,밤,서울특별시 마포구 성산동,서울특별시,마포구,성산동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,44세,0,0,0,0,3,78.43,78.12,405.0,3
83,2021-01-19 00:00:00,1월,00시,화요일,새벽,서울특별시 서초구 방배동,서울특별시,서초구,방배동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,남,28세,0,0,0,0,3,77.61,77.98,1165.0,2
84,2021-01-19 04:00:00,1월,04시,화요일,새벽,서울특별시 영등포구 문래동6가,서울특별시,영등포구,문래동6가,사망사고,1,1,1,0,중앙선침범,건조,맑음,단일로 - 기타,남,31세,0,0,0,0,18,70.74,73.22,66.0,1
85,2021-01-19 19:00:00,1월,19시,화요일,저녁,서울특별시 은평구 수색동,서울특별시,은평구,수색동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,남,66세,0,0,0,0,3,80.11,82.5,78.0,1
86,2021-01-19 21:00:00,1월,21시,화요일,밤,서울특별시 중구 쌍림동,서울특별시,중구,쌍림동,경상사고,0,0,1,0,안전운전불이행,건조,흐림,교차로 - 교차로부근,남,39세,0,0,0,0,3,78.12,80.19,38.0,2
87,2021-01-19 21:00:00,1월,21시,화요일,밤,서울특별시 강북구 수유동,서울특별시,강북구,수유동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,53세,0,0,0,0,3,80.27,82.23,1466.0,1
88,2021-01-19 21:00:00,1월,21시,화요일,밤,서울특별시 동대문구 장안동,서울특별시,동대문구,장안동,중상사고,0,1,2,0,신호위반,기타,기타,교차로 - 교차로안,남,41세,0,0,0,0,11,71.64,71.44,977.0,1
89,2021-01-19 21:00:00,1월,21시,화요일,밤,서울특별시 서초구 반포동,서울특별시,서초구,반포동,경상사고,0,0,1,0,안전운전불이행,기타,맑음,단일로 - 기타,남,50세,0,0,0,0,3,77.61,77.98,755.0,2
90,2021-01-19 23:00:00,1월,23시,화요일,밤,서울특별시 동대문구 휘경동,서울특별시,동대문구,휘경동,중상사고,0,1,1,0,안전운전불이행,건조,맑음,단일로 - 고가도로위,남,53세,0,0,0,0,8,71.64,71.44,274.0,1
91,2021-01-19 23:00:00,1월,23시,화요일,밤,서울특별시 강남구 개포동,서울특별시,강남구,개포동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,27세,0,0,0,0,3,71.06,65.21,401.0,2
92,2021-01-20 01:00:00,1월,01시,수요일,새벽,서울특별시 용산구 용산동1가,서울특별시,용산구,용산동1가,경상사고,0,0,1,0,안전운전불이행,건조,맑음,기타 - 기타,여,31세,0,0,0,0,3,81.45,82.85,,1
93,2021-01-20 03:00:00,1월,03시,수요일,새벽,서울특별시 중구 만리동1가,서울특별시,중구,만리동1가,중상사고,0,1,0,0,중앙선침범,건조,맑음,교차로 - 교차로부근,남,36세,0,0,0,0,5,78.12,80.19,30.0,1
94,2021-01-20 12:00:00,1월,12시,수요일,낮,서울특별시 양천구 신월동,서울특별시,양천구,신월동,중상사고,0,2,0,0,안전운전불이행,건조,맑음,단일로 - 기타,남,53세,0,0,0,0,10,77.76,80.55,903.0,1
95,2021-01-20 17:00:00,1월,17시,수요일,퇴근,서울특별시 성동구 도선동,서울특별시,성동구,도선동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,남,65세,0,0,0,0,3,80.74,82.58,155.0,1
96,2021-01-20 19:00:00,1월,19시,수요일,저녁,서울특별시 양천구 신정동,서울특별시,양천구,신정동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,51세,0,0,0,0,3,77.76,80.55,1062.0,1
97,2021-01-20 21:00:00,1월,21시,수요일,밤,서울특별시 영등포구 신길동,서울특별시,영등포구,신길동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,남,56세,0,0,0,0,3,70.74,73.22,796.0,1
98,2021-01-20 21:00:00,1월,21시,수요일,밤,서울특별시 영등포구 문래동3가,서울특별시,영등포구,문래동3가,경상사고,0,0,10,1,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,25세,0,0,0,1,31,70.74,73.22,287.0,2
99,2021-01-20 21:00:00,1월,21시,수요일,밤,서울특별시 강서구 염창동,서울특별시,강서구,염창동,중상사고,0,1,0,0,안전운전불이행,건조,맑음,단일로 - 기타,남,60세,0,0,0,0,5,77.4,79.28,231.0,2
100,2021-01-20 21:00:00,1월,21시,수요일,밤,서울특별시 송파구 풍납동,서울특별시,송파구,풍납동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,여,41세,0,0,0,0,3,69.29,71.44,203.0,1
101,2021-01-20 22:00:00,1월,22시,수요일,밤,서울특별시 영등포구 여의도동,서울특별시,영등포구,여의도동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,단일로 - 기타,남,38세,0,0,0,0,3,70.74,73.22,1721.0,4
102,2021-01-20 22:00:00,1월,22시,수요일,밤,서울특별시 강남구 논현동,서울특별시,강남구,논현동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,55세,0,0,0,0,3,71.06,65.21,2060.0,6
103,2021-01-20 22:00:00,1월,22시,수요일,밤,서울특별시 강남구 개포동,서울특별시,강남구,개포동,경상사고,0,0,2,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,37세,0,0,0,0,6,71.06,65.21,401.0,3
104,2021-01-20 23:00:00,1월,23시,수요일,밤,서울특별시 서초구 서초동,서울특별시,서초구,서초동,경상사고,0,0,1,0,안전운전불이행,건조,맑음,교차로 - 교차로부근,남,37세,0,0,0,0,3,77.61,77.98,2178.0,2
105,2021-01-21 00:00:00,1월,00시,목요일,새벽,서울특별시 강동구 천호동,서울특별시,강동구,천호동,경상사고,0,0,1,0,안전거리미확보,건조,맑음,교차로 - 교차로부근,남,27세,0,0,0,0,3,80.62,82.21,989.0,2
106,2021-01-21 19:00:00,1월,19시,목요일,저녁,서울특별시 강서구 방화동,서울특별시,강서구,방화동,경상사고,0,0,1,0,안전운전불이행,젖음/습기,흐림,단일로 - 기타,남,47세,0,0,0,0,3,77.4,79.28,703.0,1
107,2021-01-21 20:00:00,1월,20시,목요일,저녁,서울특별시 송파구 잠실동,서울특별시,송파구,잠실동,경상사고,0,0,3,0,안전운전불이행,젖음/습기,비,단일로 - 기타,남,34세,0,0,0,0,9,69.29,71.44,1006.0,2
108,2021-01-21 21:00:00,1월,21시,목요일,밤,서울특별시 금천구 시흥동,서울특별시,금천구,시흥동,경상사고,0,0,1,0,안전운전불이행,젖음/습기,비,단일로 - 교량,남,37세,0,0,0,0,3,76.2,69.31,861.0,5
109,2021-01-21 21:00:00,1월,21시,목요일,밤,서울특별시 송파구 오금동,서울특별시,송파구,오금동,경상사고,0,0,2,0,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,남,38세,0,0,0,0,6,69.29,71.44,267.0,1
